,temp,location,clouds,pressure,rain,time_stamp,humidity,wind
3023,44.24,5,0.99,1001.5,0.2323,1543288520,0.89,12.49
3024,44.27,6,0.99,1001.5,0.221,1543288520,0.88,12.56
3025,44.18,7,0.99,1001.5,0.242,1543288520,0.89,12.4
3026,44.08,8,0.99,1001.45,0.229,1543288520,0.89,12.05
3027,44.39,9,0.99,1001.47,0.2197,1543288520,0.88,12.59
3028,44.12,10,0.99,1001.47,0.235,1543288520,0.89,12.44
3029,44.13,11,0.99,1001.5,0.253,1543288520,0.89,12.35
3078,44.08,0,0.99,1005.41,0.1183,1543281320,0.9,11.02
3079,44.09,1,0.99,1005.44,0.114,1543281320,0.9,11.07
3080,44.06,2,0.99,1005.38,0.1017,1543281320,0.9,10.91
3081,43.86,3,0.99,1005.36,0.11,1543281320,0.91,10.92
3082,44.83,4,0.99,1005.45,0.128,1543281320,0.88,11.14
3083,44.11,5,0.98,1005.47,0.1117,1543281320,0.9,11.14
3084,44.16,6,0.98,1005.47,0.1107,1543281320,0.9,11.16
3085,44.06,7,0.98,1005.47,0.104,1543281320,0.9,11.12
3086,43.88,8,0.99,1005.37,0.1183,1543281320,0.91,10.97
3087,44.8,9,0.99,1005.44,0.1347,1543281320,0.88,11.14
3088,43.98,10,0.99,1005.43,0.129,1543281320,0.9,11.1
3089,44.0,11,0.99,1005.46,0.1087,1543281320,0.9,11.1
3090,38.02,0,1.0,1020.06,0.0182,1543737174,0.86,1.87
3091,38.03,1,1.0,1020.07,0.0183,1543737174,0.86,1.91
3092,37.94,2,1.0,1020.06,0.0142,1543737174,0.86,1.74
3093,37.82,3,1.0,1020.06,0.0164,1543737174,0.86,1.79
3094,38.03,4,1.0,1020.06,0.021,1543737174,0.86,2.01
3095,38.05,5,1.0,1020.07,0.0193,1543737174,0.86,1.96
3096,38.09,6,1.0,1020.07,0.0201,1543737174,0.86,1.98
3097,38.0,7,1.0,1020.07,0.0183,1543737174,0.86,1.93
3098,37.88,8,1.0,1020.05,0.0193,1543737174,0.86,1.85
3099,38.01,9,1.0,1020.06,0.0209,1543737174,0.86,2.02
3100,37.94,10,1.0,1020.06,0.0201,1543737174,0.86,1.96
3101,37.94,11,1.0,1020.07,0.0183,1543737174,0.86,1.92
3102,43.82,0,0.97,1005.89,0.2154,1543279347,0.91,10.94
3103,43.79,1,0.97,1005.92,0.2274,1543279347,0.91,11.08
3104,43.88,2,0.98,1005.88,0.2072,1543279347,0.91,10.66
3105,43.71,3,0.98,1005.87,0.1525,1543279347,0.92,10.7
3106,45.03,4,0.97,1005.92,0.2215,1543279347,0.87,11.26
3107,43.76,5,0.97,1005.93,0.2318,1543279347,0.92,11.23
3108,43.79,6,0.97,1005.94,0.1391,1543279347,0.92,11.28
3109,43.73,7,0.97,1005.94,0.2364,1543279347,0.92,11.18
3110,43.68,8,0.98,1005.87,0.2046,1543279347,0.92,10.82
3111,45.0,9,0.97,1005.91,0.2204,1543279347,0.87,11.25
3112,43.67,10,0.97,1005.9,0.2217,1543279347,0.92,11.14
3113,43.69,11,0.97,1005.93,0.234,1543279347,0.92,11.14
3128,43.05,7,0.9,1014.56,0.004,1543242909,0.91,3.81
3295,42.2,1,0.89,1012.46,0.0591,1545000302,0.77,11.1
3296,41.94,3,0.87,1012.44,0.1072,1545000302,0.78,10.92
3297,43.08,4,0.89,1012.5,0.0514,1545000302,0.75,11.15
3298,42.01,7,0.89,1012.52,0.0471,1545000302,0.78,11.0
3299,41.86,8,0.9,1012.43,0.1011,1545000302,0.78,11.04
3300,42.9,9,0.89,1012.69,0.0594,1545000302,0.73,11.34
3301,41.97,11,0.89,1012.51,0.0521,1545000302,0.78,10.98
3338,44.77,0,1.0,999.76,0.0143,1543292120,0.9,15.08
3339,44.75,1,1.0,999.77,0.0143,1543292120,0.9,15.2
3340,44.78,2,1.0,999.79,0.0127,1543292120,0.9,14.81
3341,44.63,3,1.0,999.76,0.0133,1543292120,0.9,14.86
3342,44.93,4,1.0,999.75,0.0167,1543292120,0.89,15.37
3343,44.76,5,1.0,999.77,0.0153,1543292120,0.89,15.33
3344,44.79,6,1.0,999.77,0.022,1543292120,0.89,15.38
3345,44.73,7,1.0,999.78,0.021,1543292120,0.9,15.28
3346,44.61,8,1.0,999.75,0.0143,1543292120,0.9,14.98
3347,44.89,9,1.0,999.74,0.0173,1543292120,0.89,15.37
3348,44.63,10,1.0,999.75,0.016,1543292120,0.9,15.27
3349,44.67,11,1.0,999.78,0.0143,1543292120,0.9,15.24
3364,44.56,0,1.0,1008.38,0.0345,1543273934,0.87,9.47
3365,44.51,1,1.0,1008.4,0.035,1543273934,0.88,9.49
3366,44.52,2,1.0,1008.36,0.0428,1543273934,0.88,9.41
3367,44.51,3,1.0,1008.36,0.036,1543273934,0.88,9.42
3368,45.14,4,1.0,1008.41,0.0282,1543273934,0.85,9.52
3369,44.55,5,1.0,1008.42,0.033,1543273934,0.87,9.51
3370,44.57,6,1.0,1008.42,0.0328,1543273934,0.87,9.51
3371,44.54,7,1.0,1008.42,0.0358,1543273934,0.87,9.49
3372,44.51,8,1.0,1008.37,0.032,1543273934,0.88,9.45
3373,45.14,9,1.0,1008.41,0.0262,1543273934,0.86,9.53
3374,44.51,11,1.0,1008.41,0.036,1543273934,0.88,9.49
3377,44.95,0,0.99,990.87,0.0087,1543315520,0.97,6.14
3378,44.95,1,0.99,990.88,0.008,1543315520,0.97,6.27
3379,44.88,2,0.99,990.86,0.01,1543315520,0.97,5.85
3380,44.83,3,0.99,990.86,0.0123,1543315520,0.97,5.92
3381,46.08,4,0.99,990.88,0.008,1543315520,0.93,6.47
3382,45.03,5,0.99,990.88,0.005,1543315520,0.97,6.43
3383,45.06,6,0.99,990.89,0.0063,1543315520,0.97,6.49
3384,45.0,7,0.99,990.88,0.007,1543315520,0.97,6.37
3385,44.66,8,1.0,990.31,0.0087,1543315520,0.95,4.6
3386,46.1,9,0.99,990.88,0.0087,1543315520,0.93,6.46
3387,44.97,10,0.99,990.88,0.008,1543315520,0.97,6.35
3388,44.94,11,0.99,990.88,0.0073,1543315520,0.97,6.32
3552,34.89,0,0.82,1001.77,0.0191,1545111901,0.65,11.71
3553,34.86,1,0.83,1001.67,0.0401,1545111901,0.65,12.25
3554,34.96,2,0.91,1002.05,0.0152,1545111901,0.65,11.94
3555,34.84,3,0.83,1001.72,0.0081,1545111901,0.65,11.87
3556,34.8,5,0.81,1001.73,0.031,1545111901,0.65,11.96
3557,34.9,6,0.83,1001.64,0.028,1545111901,0.64,12.44
3558,34.82,7,0.83,1001.66,0.032,1545111901,0.65,12.36
3559,34.77,10,0.83,1001.67,0.0272,1545111901,0.65,12.28
3563,41.69,0,1.0,1011.51,0.055,1545007501,0.84,10.77
3564,41.72,5,1.0,1011.53,0.047,1545007501,0.84,10.87
3565,41.77,6,1.0,1011.53,0.045,1545007501,0.83,10.9
3566,41.64,7,1.0,1011.54,0.048,1545007501,0.84,10.81
3567,41.4,10,1.0,1011.46,0.05,1545007501,0.85,10.95
3568,39.25,7,1.0,1010.09,0.006,1545014702,0.93,10.47
3569,39.2,11,1.0,1010.08,0.006,1545014702,0.94,10.45
3570,43.84,0,0.99,1002.56,0.147,1543286720,0.89,11.3
3571,43.79,1,0.99,1002.58,0.115,1543286720,0.89,11.42
3572,43.8,2,0.99,1002.57,0.1597,1543286720,0.89,10.97
3573,43.74,3,0.99,1002.55,0.179,1543286720,0.9,11.06
3574,43.85,4,0.99,1002.57,0.1207,1543286720,0.89,11.64
3575,43.82,5,0.99,1002.59,0.0997,1543286720,0.89,11.57
3576,43.85,6,0.99,1002.59,0.0973,1543286720,0.89,11.63
3577,43.79,7,0.99,1002.59,0.0947,1543286720,0.89,11.5
3578,43.75,8,0.99,1002.55,0.181,1543286720,0.9,11.22
3579,43.84,9,0.99,1002.57,0.134,1543286720,0.89,11.65
3580,43.74,11,0.99,1002.59,0.1033,1543286720,0.9,11.47
3581,35.29,4,0.9,1001.97,0.0322,1545111902,0.64,12.45
3582,34.82,8,0.83,1001.71,0.0051,1545111902,0.65,11.97
3583,35.28,9,0.81,1001.73,0.0273,1545111902,0.64,11.96
3584,34.72,11,0.81,1001.74,0.0371,1545111902,0.65,11.88
3717,44.18,0,1.0,1004.18,0.6364,1543283122,0.91,12.39
3718,44.27,1,1.0,1004.45,0.693,1543283122,0.9,13.31
3719,44.24,2,1.0,1004.39,0.552,1543283122,0.9,13.03
3720,44.04,3,1.0,1004.15,0.5337,1543283122,0.91,12.34
3721,44.32,4,1.0,1004.2,0.7753,1543283122,0.9,12.47
3722,44.26,5,1.0,1004.48,0.7625,1543283122,0.9,13.4
3723,44.21,6,1.0,1004.23,0.7807,1543283122,0.91,12.47
3724,44.19,7,1.0,1004.48,0.7247,1543283122,0.9,13.36
3725,44.05,8,1.0,1004.15,0.5659,1543283122,0.91,12.38
3726,44.31,9,1.0,1004.19,0.7505,1543283122,0.9,12.48
3727,44.09,10,1.0,1004.19,0.7222,1543283122,0.91,12.45
3728,44.09,11,1.0,1004.22,0.7103,1543283122,0.91,12.42
3748,43.98,0,1.0,1006.36,0.0358,1543277533,0.9,9.53
3749,43.93,1,1.0,1006.37,0.037,1543277533,0.9,9.66
3750,43.98,2,1.0,1006.35,0.0318,1543277533,0.9,9.31
3751,43.9,3,1.0,1006.34,0.0393,1543277533,0.9,9.31
3752,44.78,4,1.0,1006.37,0.0587,1543277533,0.88,9.79
3753,43.95,5,1.0,1006.38,0.054,1543277533,0.9,9.79
3754,43.98,6,1.0,1006.38,0.055,1543277533,0.9,9.83
3755,43.94,7,1.0,1006.38,0.0502,1543277533,0.9,9.75
3756,43.89,8,1.0,1006.34,0.0348,1543277533,0.9,9.41
3757,44.77,9,1.0,1006.37,0.0583,1543277533,0.88,9.78
3758,43.9,10,1.0,1006.36,0.0555,1543277533,0.91,9.69
3759,43.9,11,1.0,1006.38,0.038,1543277533,0.9,9.71
3775,38.29,2,1.0,1020.7,0.0029,1543733574,0.83,2.62
3789,46.17,4,1.0,1010.16,0.0002,1543769574,0.95,7.16
3790,46.37,5,1.0,1010.17,0.0003,1543769574,0.94,7.13
3791,46.4,6,1.0,1010.17,0.0021,1543769574,0.94,7.17
3792,46.33,7,1.0,1010.17,0.0003,1543769574,0.94,7.1
3886,44.31,0,1.0,994.57,0.014,1543308320,0.93,11.08
3887,44.29,1,1.0,994.59,0.011,1543308320,0.93,11.19
3888,44.3,2,1.0,994.58,0.0203,1543308320,0.93,10.94
3889,44.18,3,1.0,994.56,0.0187,1543308320,0.94,10.92
3890,43.68,4,1.0,993.89,0.0093,1543308320,0.93,8.8
3891,44.28,5,1.0,994.6,0.009,1543308320,0.93,11.29
3892,44.31,6,1.0,994.6,0.008,1543308320,0.93,11.33
3893,44.23,7,1.0,994.6,0.0097,1543308320,0.93,11.28
3894,44.18,8,1.0,994.56,0.017,1543308320,0.94,10.97
3895,43.69,9,1.0,993.88,0.0093,1543308320,0.93,8.78
3896,44.2,10,1.0,994.57,0.011,1543308320,0.94,11.19
3897,44.2,11,1.0,994.6,0.0107,1543308320,0.93,11.24
4038,48.26,0,0.99,1006.03,0.004,1543776774,0.94,4.04
4039,48.2,1,0.99,1006.02,0.0039,1543776774,0.94,4.08
4040,48.14,2,0.99,1006.05,0.0059,1543776774,0.94,3.93
4041,48.35,3,0.99,1006.04,0.0059,1543776774,0.93,3.95
4042,48.56,4,0.99,1006.01,0.003,1543776774,0.93,4.14
4043,48.31,5,0.99,1006.02,0.003,1543776774,0.94,4.13
4044,48.33,6,0.99,1006.01,0.003,1543776774,0.94,4.14
4045,48.34,7,0.99,1006.02,0.003,1543776774,0.94,4.11
4046,48.46,8,0.99,1006.04,0.0049,1543776774,0.93,4.0
4047,48.86,9,0.99,1005.88,0.003,1543776774,0.93,3.95
4048,48.45,10,0.99,1006.02,0.003,1543776774,0.93,4.11
4049,48.64,11,0.99,1005.89,0.003,1543776774,0.94,3.93
4050,42.69,0,1.0,1016.13,0.002,1544985901,0.75,9.84
4051,42.58,1,1.0,1016.14,0.003,1544985901,0.75,9.85
4054,43.29,4,1.0,1016.14,0.003,1544985901,0.73,9.95
4055,42.7,5,1.0,1016.15,0.004,1544985901,0.75,9.89
4056,42.68,6,1.0,1016.15,0.004,1544985901,0.75,9.91
4057,42.82,7,1.0,1016.15,0.005,1544985901,0.75,9.85
4059,43.36,9,1.0,1016.14,0.002,1544985901,0.73,9.97
4060,42.88,10,1.0,1016.13,0.002,1544985901,0.75,9.92
4061,42.8,11,1.0,1016.15,0.004,1544985901,0.75,9.85
4112,39.37,0,1.0,1010.05,0.006,1545014701,0.93,10.38
4113,39.76,1,1.0,1009.79,0.006,1545014701,0.92,10.28
4114,39.37,2,1.0,1010.07,0.007,1545014701,0.93,10.11
4115,39.48,3,1.0,1009.76,0.007,1545014701,0.93,10.11
4116,40.65,4,1.0,1009.77,0.006,1545014701,0.89,10.43
4117,39.35,5,1.0,1010.08,0.006,1545014701,0.93,10.53
4118,39.44,6,1.0,1010.07,0.006,1545014701,0.93,10.36
4119,39.48,8,1.0,1009.74,0.007,1545014701,0.93,10.23
4120,40.27,9,1.0,1010.04,0.006,1545014701,0.9,10.66
4121,39.17,10,1.0,1010.04,0.006,1545014701,0.94,10.56
4177,42.85,2,0.63,991.54,0.0023,1543351520,0.71,8.22
4178,42.74,3,0.63,991.55,0.0027,1543351520,0.71,8.24
4183,42.73,8,0.63,991.56,0.003,1543351520,0.71,8.28
4208,43.94,0,1.0,997.46,0.0127,1543299320,0.91,11.28
4209,43.89,1,1.0,997.48,0.0127,1543299320,0.91,11.37
4210,43.99,2,1.0,997.45,0.0127,1543299320,0.91,11.25
4211,43.84,3,1.0,997.44,0.0127,1543299320,0.91,11.19
4212,44.15,4,1.0,997.48,0.0127,1543299320,0.9,11.37
4213,43.83,5,1.0,997.49,0.013,1543299320,0.91,11.44
4214,43.86,6,1.0,997.49,0.013,1543299320,0.91,11.46
4215,43.79,7,1.0,997.49,0.013,1543299320,0.91,11.45
4216,43.83,8,1.0,997.44,0.0127,1543299320,0.92,11.19
4217,44.14,9,1.0,997.47,0.012,1543299320,0.9,11.34
4218,43.77,10,1.0,997.47,0.0127,1543299320,0.92,11.32
4219,43.75,11,1.0,997.49,0.013,1543299320,0.91,11.42
4232,43.95,10,0.98,1005.98,0.1884,1543280329,0.9,9.95
4235,44.57,0,1.0,992.96,0.0057,1543311920,0.96,9.44
4236,44.56,1,1.0,992.97,0.006,1543311920,0.96,9.57
4237,44.56,2,1.0,992.96,0.0087,1543311920,0.96,9.25
4238,44.42,3,1.0,992.95,0.0073,1543311920,0.97,9.25
4239,44.74,4,1.0,991.41,0.005,1543311920,0.92,6.65
4240,44.58,5,1.0,992.97,0.006,1543311920,0.96,9.7
4241,44.61,6,1.0,992.97,0.0067,1543311920,0.96,9.74
4242,44.54,7,1.0,992.98,0.006,1543311920,0.96,9.68
4243,44.45,8,1.0,992.94,0.0057,1543311920,0.97,9.32
4244,45.56,9,1.0,992.96,0.0047,1543311920,0.93,9.66
4245,44.5,10,1.0,992.96,0.005,1543311920,0.97,9.58
4246,44.24,11,1.0,991.41,0.006,1543311920,0.94,6.59
4272,49.95,0,0.42,1000.87,0.004,1543873974,0.52,7.55
4273,49.92,1,0.41,1000.86,0.004,1543873974,0.52,7.55
4274,49.93,2,0.43,1000.87,0.004,1543873974,0.52,7.46
4275,49.83,3,0.43,1000.88,0.003,1543873974,0.53,7.51
4276,50.43,4,0.4,1000.86,0.004,1543873974,0.52,7.63
4277,49.94,5,0.4,1000.85,0.0039,1543873974,0.52,7.58
4278,49.97,6,0.4,1000.85,0.0031,1543873974,0.52,7.6
4279,49.9,7,0.4,1000.85,0.004,1543873974,0.52,7.56
4280,49.84,8,0.42,1000.88,0.004,1543873974,0.53,7.56
4281,50.41,9,0.4,1000.86,0.003,1543873974,0.52,7.65
4282,49.85,10,0.41,1000.86,0.0039,1543873974,0.53,7.61
4283,49.85,11,0.4,1000.85,0.004,1543873974,0.53,7.55
4297,44.55,2,0.97,1008.09,0.0395,1543271719,0.88,9.04
4298,44.72,6,0.97,1008.15,0.0938,1543271719,0.87,9.28
4445,39.16,0,1.0,1008.35,0.002,1545018301,0.92,11.42
4446,39.19,1,1.0,1008.37,0.002,1545018301,0.91,11.45
4447,39.17,2,1.0,1008.36,0.002,1545018301,0.91,11.19
4449,39.94,4,0.99,1008.36,0.003,1545018301,0.89,11.62
4450,39.12,5,0.99,1008.38,0.003,1545018301,0.92,11.52
4451,39.17,6,0.99,1008.38,0.003,1545018301,0.92,11.55
4452,39.01,7,0.99,1008.38,0.003,1545018301,0.92,11.46
4453,38.84,8,1.0,1008.33,0.002,1545018301,0.93,11.41
4454,39.88,9,0.99,1008.35,0.002,1545018301,0.89,11.65
4455,38.9,10,0.99,1008.35,0.002,1545018301,0.93,11.56
4456,38.95,11,1.0,1008.38,0.003,1545018301,0.92,11.45
4457,44.57,0,0.97,1007.93,0.0092,1543272145,0.88,9.6
4458,44.48,2,0.97,1007.91,0.0082,1543272145,0.88,9.47
4459,44.61,5,0.97,1007.97,0.0179,1543272145,0.87,9.65
4460,44.65,6,0.97,1007.98,0.0195,1543272145,0.87,9.67
4461,44.56,7,0.97,1007.97,0.0205,1543272145,0.88,9.61
4462,45.49,9,0.97,1007.96,0.0092,1543272145,0.84,9.74
4463,44.51,10,0.97,1007.95,0.0092,1543272145,0.88,9.69
4533,44.94,0,1.0,1000.73,0.13,1543290320,0.89,15.43
4534,44.22,1,1.0,1000.8,0.145,1543290320,0.9,13.62
4535,44.25,2,1.0,1000.82,0.1307,1543290320,0.9,13.28
4536,44.71,3,1.0,1000.72,0.1257,1543290320,0.89,15.15
4537,45.38,4,1.0,1000.74,0.1493,1543290320,0.87,15.81
4538,44.94,5,1.0,1000.76,0.163,1543290320,0.89,15.75
4539,44.98,6,1.0,1000.77,0.1677,1543290320,0.89,15.82
4540,44.25,7,1.0,1000.81,0.1617,1543290320,0.9,13.7
4541,44.18,8,1.0,1000.78,0.1207,1543290320,0.91,13.43
4542,45.33,9,1.0,1000.73,0.1407,1543290320,0.88,15.81
4543,44.77,10,1.0,1000.73,0.137,1543290320,0.89,15.68
4544,44.2,11,1.0,1000.81,0.1553,1543290320,0.9,13.67
4596,44.07,7,0.99,1005.4,0.2946,1543281442,0.9,11.26
4610,38.41,1,0.51,997.9,0.0006,1543457238,0.7,10.35
4614,38.4,5,0.51,997.89,0.002,1543457238,0.7,10.42
4615,38.43,6,0.51,997.88,0.0006,1543457238,0.7,10.44
4616,38.35,7,0.5,997.89,0.002,1543457238,0.7,10.38
4620,38.31,11,0.51,997.89,0.002,1543457238,0.7,10.37
4752,41.13,3,0.98,991.73,0.0021,1543429927,0.64,10.2
4770,43.78,1,0.97,1005.89,0.2187,1543279417,0.91,11.15
4771,43.88,2,0.98,1005.85,0.1887,1543279417,0.91,10.73
4772,43.7,3,0.98,1005.84,0.1791,1543279417,0.92,10.77
4773,45.04,4,0.97,1005.89,0.2202,1543279417,0.87,11.33
4774,43.76,5,0.97,1005.91,0.2259,1543279417,0.92,11.3
4775,43.78,6,0.97,1005.91,0.2262,1543279417,0.92,11.35
4776,43.72,7,0.97,1005.91,0.2277,1543279417,0.92,11.25
4777,43.67,8,0.98,1005.84,0.1881,1543279417,0.92,10.9
4778,45.01,9,0.97,1005.89,0.2195,1543279417,0.87,11.32
4779,43.68,11,0.97,1005.9,0.2247,1543279417,0.92,11.21
4780,43.46,0,1.0,999.83,0.0937,1543293920,0.9,12.35
4781,43.42,1,1.0,999.83,0.0813,1543293920,0.9,12.42
4782,43.46,2,1.0,999.85,0.1223,1543293920,0.9,12.18
4783,43.35,3,1.0,999.84,0.119,1543293920,0.9,12.22
4784,45.4,4,1.0,998.94,0.0667,1543293920,0.88,17.16
4785,43.41,5,1.0,999.82,0.07,1543293920,0.9,12.51
4786,43.44,6,1.0,999.82,0.0673,1543293920,0.9,12.54
4787,44.94,7,1.0,998.97,0.074,1543293920,0.89,17.01
4788,44.75,8,1.0,998.92,0.1053,1543293920,0.9,16.71
4789,43.45,9,1.0,999.81,0.0667,1543293920,0.9,12.54
4790,43.33,10,1.0,999.82,0.0743,1543293920,0.9,12.47
4791,44.88,11,1.0,998.97,0.0777,1543293920,0.9,16.97
4845,41.37,0,0.91,991.52,0.002,1543424783,0.63,9.31
4846,41.35,2,0.91,991.53,0.002,1543424783,0.63,9.28
4848,41.38,5,0.91,991.51,0.002,1543424783,0.63,9.34
4849,41.39,6,0.91,991.51,0.0008,1543424783,0.63,9.34
4850,41.42,7,0.91,991.51,0.002,1543424783,0.63,9.33
4851,41.52,8,0.91,991.53,0.002,1543424783,0.62,9.3
4852,41.47,10,0.91,991.52,0.002,1543424783,0.63,9.34
4853,41.39,11,0.91,991.51,0.002,1543424783,0.63,9.33
4884,44.57,1,0.97,1007.95,0.0134,1543272144,0.88,9.61
4885,44.42,3,0.97,1007.91,0.0062,1543272144,0.88,9.53
4886,45.52,4,0.97,1007.96,0.0118,1543272144,0.84,9.72
4887,44.44,8,0.97,1007.91,0.0056,1543272144,0.88,9.61
4888,44.52,11,0.97,1007.96,0.017,1543272144,0.88,9.61
4915,44.02,0,0.98,1005.96,0.1784,1543280328,0.9,9.89
4916,44.02,1,0.98,1005.98,0.1602,1543280328,0.9,9.94
4917,43.99,2,0.98,1005.93,0.1662,1543280328,0.9,9.82
4918,43.85,3,0.98,1005.92,0.167,1543280328,0.91,9.82
4919,44.6,4,0.98,1005.99,0.196,1543280328,0.88,9.98
4920,44.05,5,0.98,1006.01,0.1588,1543280328,0.9,9.99
4921,44.09,6,0.98,1006.01,0.161,1543280328,0.9,10.0
4922,44.02,7,0.98,1006.01,0.1378,1543280328,0.9,9.98
4923,43.87,8,0.98,1005.93,0.1624,1543280328,0.91,9.85
4924,44.58,9,0.98,1005.98,0.2002,1543280328,0.88,9.97
4925,43.96,11,0.98,1006.0,0.1468,1543280328,0.9,9.96
4926,40.98,10,0.11,1006.2,0.003,1543499575,0.59,10.52
5057,34.29,1,1.0,1003.71,0.007,1545047102,0.93,9.23
5058,34.57,2,1.0,1003.72,0.0029,1545047102,0.92,8.93
5059,34.1,10,1.0,1003.7,0.01,1545047102,0.94,9.32
5060,34.18,11,1.0,1003.71,0.009,1545047102,0.93,9.24
5137,44.02,0,0.98,1005.95,0.1731,1543280353,0.9,9.91
5138,43.99,2,0.98,1005.92,0.1675,1543280353,0.9,9.84
5139,43.84,3,0.98,1005.91,0.1495,1543280353,0.91,9.84
5140,44.6,4,0.98,1005.99,0.1935,1543280353,0.88,10.0
5141,44.05,5,0.98,1006.0,0.1736,1543280353,0.9,10.01
5142,44.09,6,0.98,1006.01,0.1774,1543280353,0.9,10.02
5143,44.02,7,0.98,1006.0,0.1554,1543280353,0.9,9.99
5144,44.58,9,0.98,1005.98,0.1898,1543280353,0.88,9.99
5145,43.95,10,0.98,1005.97,0.1813,1543280353,0.9,9.96
5146,43.96,11,0.98,1005.99,0.1631,1543280353,0.9,9.98
5192,44.0,0,1.0,998.83,0.041,1543295720,0.9,13.61
5193,43.97,1,1.0,998.84,0.0753,1543295720,0.9,13.69
5194,44.03,2,1.0,998.85,0.0527,1543295720,0.89,13.43
5195,43.83,3,1.0,998.84,0.0317,1543295720,0.9,13.47
5196,44.12,4,1.0,998.82,0.0677,1543295720,0.89,13.81
5197,43.93,5,1.0,998.84,0.113,1543295720,0.9,13.78
5198,43.96,6,1.0,998.83,0.1223,1543295720,0.9,13.81
5199,43.86,7,1.0,998.84,0.1277,1543295720,0.9,13.75
5200,43.81,8,1.0,998.82,0.0237,1543295720,0.9,13.55
5201,44.09,9,1.0,998.81,0.049,1543295720,0.89,13.8
5202,43.8,10,1.0,998.82,0.047,1543295720,0.9,13.73
5203,43.81,11,1.0,998.84,0.104,1543295720,0.9,13.72
5218,41.36,0,1.0,1016.48,0.0278,1543755174,0.92,8.44
5219,41.32,1,1.0,1016.49,0.0299,1543755174,0.93,8.51
5220,41.21,2,1.0,1016.48,0.0392,1543755174,0.93,8.29
5221,41.32,3,1.0,1016.48,0.0313,1543755174,0.92,8.33
5222,41.45,4,1.0,1016.48,0.0283,1543755174,0.92,8.61
5223,41.45,5,1.0,1016.49,0.0311,1543755174,0.92,8.59
5224,41.48,6,1.0,1016.49,0.0313,1543755174,0.92,8.62
5225,41.46,7,1.0,1016.49,0.032,1543755174,0.92,8.56
5226,41.38,8,1.0,1016.48,0.0257,1543755174,0.92,8.39
5227,41.46,9,1.0,1016.48,0.0273,1543755174,0.92,8.61
5228,41.44,10,1.0,1016.48,0.0262,1543755174,0.92,8.55
5229,41.41,11,1.0,1016.49,0.031,1543755174,0.92,8.53
5234,42.98,1,0.9,1014.56,0.003,1543242908,0.91,3.75
5235,42.71,2,0.9,1014.55,0.0017,1543242908,0.91,3.56
5237,43.03,4,0.9,1014.56,0.0039,1543242908,0.91,3.8
5238,43.12,5,0.9,1014.56,0.0031,1543242908,0.91,3.82
5239,43.17,6,0.9,1014.56,0.004,1543242908,0.9,3.85
5241,43.02,9,0.9,1014.56,0.003,1543242908,0.91,3.79
5242,43.03,10,0.9,1014.56,0.003,1543242908,0.91,3.75
5243,42.98,11,0.9,1014.56,0.003,1543242908,0.91,3.79
5264,44.7,0,1.0,1009.11,0.003,1543272310,0.87,8.33
5265,44.65,1,1.0,1009.12,0.003,1543272310,0.87,8.32
5266,44.66,2,1.0,1009.09,0.003,1543272310,0.87,8.32
5267,44.68,3,1.0,1009.08,0.003,1543272310,0.87,8.33
5268,45.02,4,1.0,1009.13,0.003,1543272310,0.86,8.33
5269,44.69,5,1.0,1009.14,0.0038,1543272310,0.87,8.32
5270,44.71,6,1.0,1009.14,0.0038,1543272310,0.87,8.32
5271,44.69,7,1.0,1009.14,0.0038,1543272310,0.87,8.31
5272,44.69,8,1.0,1009.09,0.003,1543272310,0.87,8.33
5273,45.03,9,1.0,1009.13,0.003,1543272310,0.86,8.34
5274,44.68,10,1.0,1009.12,0.003,1543272310,0.87,8.33
5275,44.66,11,1.0,1009.13,0.0038,1543272310,0.87,8.32
5361,38.38,0,1.0,1005.21,0.002,1545032702,0.91,10.65
5374,43.8,0,0.99,1006.1,0.1816,1543279522,0.91,9.68
5375,43.76,1,0.98,1006.12,0.2002,1543279522,0.91,9.73
5376,43.69,3,0.99,1006.07,0.1561,1543279522,0.91,9.6
5377,43.77,7,0.98,1006.14,0.212,1543279522,0.91,9.77
5378,43.7,8,0.99,1006.07,0.1637,1543279522,0.92,9.64
5379,44.22,9,0.98,1006.12,0.206,1543279522,0.9,9.79
5380,43.72,10,0.98,1006.11,0.1986,1543279522,0.91,9.75
5381,43.72,11,0.98,1006.13,0.2072,1543279522,0.91,9.76
5425,44.09,0,0.99,1005.34,0.19,1543281441,0.9,11.16
5426,44.1,1,0.99,1005.37,0.2398,1543281441,0.9,11.22
5427,44.07,2,0.99,1005.31,0.1655,1543281441,0.9,11.04
5428,43.86,3,0.99,1005.29,0.1556,1543281441,0.91,11.06
5429,44.85,4,0.99,1005.38,0.2733,1543281441,0.87,11.29
5430,44.12,5,0.99,1005.4,0.2997,1543281441,0.9,11.28
5431,44.16,6,0.99,1005.41,0.313,1543281441,0.9,11.3
5432,43.88,8,0.99,1005.3,0.1672,1543281441,0.91,11.11
5433,44.82,9,0.99,1005.37,0.2591,1543281441,0.88,11.29
5434,43.98,10,0.99,1005.36,0.2353,1543281441,0.9,11.24
5435,44.01,11,0.99,1005.39,0.2724,1543281441,0.9,11.24
5455,38.57,0,1.0,1019.05,0.0041,1543744374,0.91,2.96
5456,38.56,1,1.0,1019.06,0.005,1543744374,0.91,3.0
5457,38.47,2,1.0,1019.04,0.0058,1543744374,0.91,2.86
